attributekey,attributename,attributetablename,attributecolumnname,attributelogicaldatatype,effectivelogicaldatatype,attributeuom,attributetype,mapunitlevelattribflag,complevelattribflag,cmonthlevelattribflag,horzlevelattribflag,algorithmname,componentpercentcutoff,tiebreakrule,tiebreaklowlabel,tiebreakhighlabel,depthqualifiermode,layerdepthtotop,layerdepthtobottom,beginningmonth,endingmonth,interpnullsaszeroflag,nullratingreplacementvalue
6,Percent Clay,chorizon,claytotal_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
311,Percent Sand,chorizon,sandtotal_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
312,Percent Silt,chorizon,silttotal_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
379,Plasticity Index,chorizon,pi_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
13,Ponding Frequency Class,comonth,pondfreqcl,Choice,Choice,,Property,0,1,1,0,Dominant Condition,,1,Less Frequent,More Frequent,,,,January,December,0,None
14,Range Production (Favorable Year),component,rsprod_h,Integer,Integer,pounds per acre per year,Property,0,1,0,0,Weighted Average,,1,,,,,,,,1,
81,Range Production (Normal Year),component,rsprod_r,Integer,Integer,pounds per acre per year,Property,0,1,0,0,Weighted Average,,1,,,,,,,,1,
89,Range Production (Unfavorable Year),component,rsprod_l,Integer,Integer,pounds per acre per year,Property,0,1,0,0,Weighted Average,,1,,,,,,,,1,
96,Representative Slope,component,slope_r,Float,Float,percent,Property,0,1,0,0,Dominant Component,,1,,,,,,,,0,
42,Saturated Hydraulic Conductivity (Ksat),chorizon,ksat_r,Float,Float,micrometers per second,Property,0,1,0,1,Dominant Component,,1,Slowest,Fastest,Depth Range,,,,,0,
61,"Saturated Hydraulic Conductivity (Ksat), Standard Classes",chorizon,ksat_r,Float,Float,micrometers per second,Property,0,1,0,1,Dominant Component,,1,Slowest,Fastest,Depth Range,,,,,0,
68,Sodium Adsorption Ratio (SAR),chorizon,sar_r,Float,Float,,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,1,
2755,Soil Health - Available Water Capacity,chorizon,awc_r,Float,Float,centimeters per centimeter,Property,1,1,0,1,Dominant Component,,1,,,Surface Layer,,,,,0,
2759,"Soil Health - Bulk Density, One-Third Bar",chorizon,dbthirdbar_r,Float,Float,grams per cubic centimeter,Property,1,1,0,1,Dominant Component,,1,,,Surface Layer,,,,,0,
2647,Soil Health - Organic Matter,chorizon,om_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Surface Layer,,,,,0,
2756,Soil Health - Sodium Adsorption Ratio (SAR),chorizon,sar_r,Float,Float,,Property,1,1,0,1,Dominant Component,,1,,,Surface Layer,,,,,1,
2757,Soil Health - Soil Reaction (pH),chorizon,ph1to1h2o_r,Float,Float,,Property,1,1,0,1,Dominant Component,,1,,,Surface Layer,,,,,0,
2758,Soil Health - Surface Texture,chtexturegrp,texdesc,Narrative Text,Narrative Text,,Property,1,1,0,1,Dominant Condition,,-1,,,Surface Layer,,,,,0,
2790,Soil Moisture Class,cotaxmoistcl,taxmoistcl,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2791,Soil Moisture Subclass,component,taxmoistscl,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2744,Soil Slippage Potential,component,soilslippot,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,1,,,,,,,,0,
471,Soil Taxonomy Classification,component,taxclname,String,String,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2873,Soil Taxonomy Great Group,component,taxgrtgroup,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2871,Soil Taxonomy Order,component,taxorder,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2875,Soil Taxonomy Particle Size or Substitute Class,component,taxpartsize,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2874,Soil Taxonomy Subgroup,component,taxsubgrp,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2872,Soil Taxonomy Suborder,component,taxsuborder,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2789,Soil Temperature Regime,component,taxtempregime,Choice,Choice,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
526,Soil-Based Residential Wastewater Disposal Ratings (VT),mapunit,vtsepticsyscl,Choice,Choice,,Property,1,0,0,0,No Aggregation Necessary,,-1,,,,,,,,0,
2814,"Subsidence, Initial",component,initsub_r,Integer,Integer,centimeters,Property,1,1,0,0,Dominant Condition,,1,,,,,,,,1,
2815,"Subsidence, Total",component,totalsub_r,Integer,Integer,centimeters,Property,1,1,0,0,Dominant Condition,,1,,,,,,,,1,
2903,Sum of Bases,chorizon,sumbases_r,Float,Float,centimoles of charge per kilogram,Property,1,1,0,1,Dominant Component,,1,,,Depth Range,,,,,1,
308,Surface Texture,chtexturegrp,texdesc,VText,VText,,Property,0,1,0,1,Dominant Condition,,-1,,,Surface Layer,,,,,0,
75,T Factor,component,tfact,Integer,Integer,tons per acre per year,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2934,Unified Soil Classification (Selected Depth),chunified,unifiedcl,Choice,Choice,,Property,0,1,0,1,Dominant Condition,,-1,,,Depth Range,,,,,0,
381,Unified Soil Classification (Surface),chunified,unifiedcl,Choice,Choice,,Property,0,1,0,1,Dominant Condition,,-1,,,Surface Layer,,,,,0,
366,"Water Content, 15 Bar",chorizon,wfifteenbar_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,1,
365,"Water Content, One-Third Bar",chorizon,wthirdbar_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,1,
71,Wind Erodibility Group,component,weg,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
4,Wind Erodibility Index,component,wei,Choice,Choice,tons per acre per year,Property,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
58,Yields of Irrigated Crops (Component),cocropyld,irryield_r,Float,Float,,Property,0,1,0,0,Weighted Average,,1,,,,,,,,1,
99,Yields of Irrigated Crops (Map Unit),mucropyld,irryield_r,Float,Float,,Property,1,0,0,0,No Aggregation Necessary,,1,,,,,,,,0,
25,Yields of Non-Irrigated Crops (Component),cocropyld,nonirryield_r,Float,Float,,Property,0,1,0,0,Weighted Average,,1,,,,,,,,1,
100,Yields of Non-Irrigated Crops (Map Unit),mucropyld,nonirryield_r,Float,Float,,Property,1,0,0,0,No Aggregation Necessary,,1,,,,,,,,0,
11,pH (1 to 1 Water),chorizon,ph1to1h2o_r,Float,Float,,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
